price,size,balcony,juliet_balcony,basement,terrace,loggia,yard,attic,floor,rooms,offering,date_listed,street,borough
3900,65,1,0,0,0,0,0,0,1,3,agency,2022-07-13,Wiejska,Krzyki
3900,67,1,0,0,0,0,0,0,2,3,agency,2023-06-15,Drabika,Krzyki
3900,69,0,0,0,1,0,0,0,1,2,agency,2023-05-16,Partynicka,Krzyki
3900,70,1,0,0,0,0,0,0,2,3,agency,2023-04-24,Ołtaszyńska,Krzyki
3900,70,0,0,0,0,0,0,0,3,4,agency,2022-04-04,,Krzyki
3900,70,0,0,0,0,0,0,0,8,2,agency,2022-03-01,Długa,Stare miasto
3900,70,1,0,0,0,0,0,0,5,3,agency,2022-01-14,Śrutowa,Stare miasto
3900,70,0,0,0,0,0,0,0,2,3,agency,2023-02-20,Wietrzna,Krzyki
3900,70,1,0,0,0,0,0,0,4,3,agency,2022-11-12,Zwycięska,Krzyki
3900,71,1,0,0,0,0,1,0,2,3,agency,2022-03-28,Strachocińska,Psie pole
3900,71,0,0,1,1,0,0,0,2,2,agency,2023-05-16,,Krzyki
3900,75,0,0,0,0,0,0,0,3,3,agency,2023-06-17,,Stare miasto
3900,75,0,0,0,0,0,0,0,0,2,agency,2023-05-30,Jaracza,Śródmieście
3900,76,1,0,0,0,0,0,0,4,2,agency,2022-09-28,Hoene-wrońskiego,Śródmieście
3900,76.1,1,0,0,0,0,0,0,6,4,agency,2023-01-03,Hynka,Fabryczna
3900,77,1,0,1,0,0,0,0,2,3,agency,2022-11-16,,Krzyki
3900,80,1,0,1,0,0,0,0,3,3,agency,2023-02-11,,Fabryczna
3900,80,0,0,0,1,0,0,0,0,3,private,2023-02-21,Trawowa,Fabryczna
3900,80,0,0,1,1,0,1,0,,3,agency,2023-05-22,Sobótki,Krzyki
3900,82,1,0,0,0,0,0,0,3,4,agency,2022-10-11,Rymarska,Krzyki
3900,82,1,0,0,0,0,0,0,3,4,agency,2023-05-29,Wietrzna,Krzyki
3900,85,1,0,1,0,0,0,0,1,3,agency,2023-03-01,Chabrowa,Krzyki
3900,87,0,0,0,0,0,1,0,0,3,agency,2023-04-20,,Fabryczna
3900,100,0,0,0,0,0,0,0,2,2,agency,2022-07-19,Janowska,Fabryczna
3900,100,0,0,0,1,0,0,0,2,3,agency,2023-01-18,Piastów,Fabryczna
3900,108,1,0,0,0,0,0,0,0,3,agency,2022-02-08,Wandy,Krzyki
3900,112,0,0,0,0,0,0,0,1,5,agency,2022-01-17,Vivaldiego,Krzyki
3866,63.65,1,0,1,0,0,0,0,4,3,agency,2023-06-12,Dąbrowskiego,Krzyki
3850,55,1,0,1,0,0,0,0,3,3,agency,2022-09-02,Krakowska,Krzyki
3850,57,0,0,0,1,0,0,0,3,3,agency,2022-05-31,Piesza,Psie pole
3850,65,0,0,0,0,1,0,0,0,3,agency,2022-09-27,Cukrowa,Krzyki
3800,38,1,0,0,0,0,0,0,,2,agency,2023-01-31,Tęczowa,Stare miasto
3800,40,1,0,0,0,0,0,0,3,2,private,2023-01-23,Jana pawła ii,Stare miasto
3800,40,0,0,0,0,0,0,0,15,2,agency,2022-08-12,Walońska,Stare miasto
3800,42,1,0,0,0,0,0,0,7,2,agency,2023-03-17,,Stare miasto
3800,44,1,0,0,0,0,0,0,3,2,agency,2022-08-18,Polaka,Śródmieście
3800,45,1,0,0,0,0,0,0,4,2,agency,2023-06-03,Jana pawła ii,Stare miasto
3800,46,0,0,0,1,0,0,0,7,2,agency,2023-04-13,Walońska,Krzyki
3800,46.61,1,0,0,0,0,0,0,3,2,agency,2022-04-29,Staromłyńska,Stare miasto
3800,47,1,0,0,0,0,0,0,2,2,agency,2023-05-04,Witolda,Stare miasto
3800,49,1,0,1,0,0,0,0,5,2,agency,2023-01-31,Tęczowa,Stare miasto
3800,50,1,0,0,0,0,1,0,0,2,agency,2023-05-04,Hallera,Krzyki
3800,50,1,0,0,0,0,0,0,3,2,agency,2022-11-22,Hallera,Krzyki
3800,50,1,0,0,0,0,0,0,4,2,agency,2022-10-10,Kurkowa,Stare miasto
3800,50,0,0,0,0,0,0,0,4,2,agency,2023-01-05,Reja,Śródmieście
3800,50,0,0,0,0,0,0,0,3,2,agency,2022-04-25,Worcella,Krzyki
3800,52,1,0,0,0,0,0,0,4,2,agency,2022-11-16,Kościuszki,Krzyki
3800,52,0,0,0,0,0,0,0,0,3,agency,2023-04-14,Prusa,Stare miasto
3800,52.98,0,0,0,0,0,0,0,1,3,agency,2023-01-25,Kurkowa,Śródmieście
3800,53,1,0,0,0,0,0,0,4,2,agency,2022-11-11,Pułaskiego,Stare miasto
3800,54,1,0,1,0,0,0,0,5,3,agency,2023-03-01,Białowieska,Fabryczna
3800,54,0,0,0,0,0,0,0,3,2,agency,2022-12-22,Żegiestowska,Krzyki
3800,55,1,0,0,0,0,0,0,2,2,agency,2023-06-17,Mieszczańska,Śródmieście
3800,55,1,0,0,0,0,0,0,5,2,agency,2022-02-05,Dmowskiego,Stare miasto
3800,55,1,0,1,0,0,0,0,3,2,agency,2023-01-30,Ruska,Stare miasto
3800,56,1,0,0,0,0,0,0,3,3,agency,2022-12-30,Dmowskiego,Stare miasto
3800,56,1,0,0,0,0,0,0,1,2,agency,2023-03-17,Popowicka,Krzyki
3800,56,1,0,0,0,0,0,0,0,3,agency,2022-05-09,Tęczowa,Stare miasto
3800,56,1,0,0,0,0,0,0,4,3,agency,2022-12-01,,Stare miasto
3800,57,1,0,0,0,0,0,0,3,3,agency,2022-11-06,Krakowska,Krzyki
3800,60,1,0,0,0,0,0,0,4,3,agency,2022-12-05,Przyjaźni,Krzyki
3800,60,1,0,0,0,0,0,0,3,3,agency,2022-09-06,Kawalerzystów,Krzyki
3800,60,1,0,0,0,0,0,0,4,3,agency,2022-09-08,Zakładowa,Śródmieście
3800,60,0,0,0,0,0,1,0,1,2,agency,2023-02-10,Śliwowa,Fabryczna
3800,60,0,0,0,0,0,1,0,1,2,agency,2023-02-08,Śliwowa,Fabryczna
3800,60,1,0,0,0,0,0,0,3,2,agency,2023-01-04,Podwale,Stare miasto
3800,60.3,1,0,1,0,0,0,0,3,3,agency,2023-02-27,Magellana,Psie pole
3800,61,0,0,0,0,0,0,0,1,3,agency,2022-09-27,Tęczowa,Stare miasto
3800,61.82,1,0,0,0,0,0,0,2,3,agency,2023-04-03,Wichrowa,Krzyki
3800,62,0,0,1,0,1,0,0,4,4,agency,2023-05-29,Niedźwiedzia,Fabryczna
3800,62,1,0,0,0,0,0,0,5,2,agency,2022-12-22,Krawiecka,Stare miasto
3800,63.1,1,0,0,0,0,0,0,1,3,agency,2022-06-19,Sezamkowa,Krzyki
3800,63.5,1,0,1,0,0,0,0,3,3,agency,2023-03-24,Grabiszyńska,Fabryczna
3800,64,0,0,1,0,1,0,0,6,3,agency,2023-01-04,Jedności narodowej,Śródmieście
3800,64,1,0,1,0,0,0,0,3,3,agency,2023-04-18,Racławicka,Fabryczna
3800,64.4,1,0,1,0,0,0,0,2,3,private,2023-01-04,Graniczna,Fabryczna
3800,65,1,0,1,0,0,0,0,4,4,agency,2023-05-09,Niedźwiedzia,Fabryczna
3800,65,1,0,0,0,0,0,0,2,3,agency,2022-09-26,Czerniawska,Krzyki
3800,65,0,0,0,0,0,0,0,1,3,agency,2023-03-06,Kościuszki,Stare miasto
3800,66,0,0,0,0,0,0,0,0,3,agency,2022-11-24,Ukryta,Śródmieście
3800,66,1,0,1,0,0,0,0,1,4,agency,2023-06-18,,
3800,66.88,1,0,1,0,0,0,0,3,3,agency,2023-01-30,Buforowa,Outside
3800,66.88,0,0,0,0,0,0,0,3,3,agency,2022-10-20,Buforowa,Outside
3800,67,1,0,0,0,0,0,0,1,3,agency,2022-09-05,Balzaka,Fabryczna
3800,67,0,0,0,1,0,0,0,4,3,agency,2023-06-02,Grabiszyńska,Fabryczna
3800,67.35,1,0,0,0,0,0,0,3,3,agency,2022-09-27,Schuberta,Outside
3800,68,1,0,1,0,0,0,0,1,3,agency,2022-10-10,Drabika,Outside
3800,69,1,0,0,0,0,0,0,5,3,agency,2023-03-17,Kołłątaja,Stare miasto
3800,69,1,0,1,0,0,0,0,0,3,agency,2023-03-29,Zefirowa,Krzyki
3800,70,1,0,1,0,0,0,0,3,3,agency,2022-09-03,Przyjaźni,Krzyki
3800,70,0,0,0,0,0,0,0,,3,agency,2023-05-05,Długosza,Psie pole
3800,70,1,0,0,0,0,0,0,4,3,agency,2023-06-01,Tęczowa,Stare miasto
3800,70,0,0,0,1,0,0,0,0,3,agency,2023-03-08,,Krzyki
3800,71,1,0,0,0,0,0,0,3,4,agency,2023-06-14,Sąsiedzka,Krzyki
3800,72,1,0,0,0,0,0,0,3,4,agency,2023-06-03,Obornicka,Psie pole
3800,72,1,0,0,0,0,0,0,2,3,agency,2023-06-02,Św. rity,Outside
3800,72,1,0,0,0,0,0,0,4,3,agency,2022-06-21,Wyspiańskiego,Śródmieście
3800,72,0,0,1,1,0,0,0,1,4,agency,2023-05-05,,Krzyki
3800,72.44,0,0,0,0,0,0,0,3,3,private,2023-01-27,Łowiecka,Śródmieście
3800,74,1,0,0,0,0,0,0,8,2,agency,2022-11-08,Dmowskiego,Śródmieście
3800,74,0,0,0,1,0,0,0,8,2,agency,2022-09-28,Dmowskiego,Stare miasto
3800,75,0,0,0,0,0,0,0,5,3,agency,2023-03-16,Hubska,Krzyki
3800,78,1,0,0,0,0,0,0,6,3,agency,2023-05-31,Żeromskiego,Śródmieście
3800,80,0,0,0,0,0,0,0,1,4,agency,2022-04-20,Konstytucji 3 maja,Krzyki
3800,80.03,1,0,0,0,0,0,0,5,3,agency,2023-05-20,Władysława jagiełły,Stare miasto
3800,81,0,0,0,0,0,0,0,1,3,agency,2022-12-30,,Krzyki
3800,81,0,0,0,0,0,0,0,1,3,agency,2022-12-28,,Krzyki
3800,81.14,1,0,0,0,0,0,0,2,4,agency,2022-06-28,Kniaziewicza,Krzyki
3800,84,1,0,0,0,0,0,0,2,4,agency,2022-01-12,Orzeszkowej,Śródmieście
3800,85,0,0,0,0,0,0,0,5,3,agency,2023-03-14,,Fabryczna
3800,89,0,0,0,0,0,0,0,0,2,agency,2022-08-04,Kosmonautów,Fabryczna
3800,90.2,1,0,0,0,0,0,0,1,3,agency,2023-01-26,Przyjaźni,Krzyki
3800,93,1,0,0,0,0,0,0,2,4,agency,2023-04-20,Maczka,Krzyki
3800,93,1,0,0,0,0,0,0,2,4,agency,2023-04-27,Maczka,Krzyki
3800,100,0,0,0,0,0,0,0,2,2,agency,2022-08-19,Janowska,Fabryczna
3750,45,0,0,0,1,0,0,0,4,2,agency,2023-01-22,Kościuszki,Stare miasto
3750,48,0,0,0,1,0,0,0,0,2,agency,2022-09-09,Bacciarellego,Śródmieście
3750,48,1,0,0,0,0,0,0,2,2,agency,2023-05-16,Solny,Stare miasto
3750,52,0,0,0,1,0,0,0,0,3,agency,2023-02-23,Racławickiej,Krzyki
3750,89,1,0,1,0,0,0,0,2,4,agency,2023-06-15,Chabrowa,Outside
3730,45.03,1,0,0,0,0,0,0,2,2,agency,2023-06-17,Mieszczańska,Śródmieście
3700,35,1,0,0,0,0,0,0,5,2,agency,2023-04-18,Podwale,Stare miasto
3700,35.04,1,0,0,0,0,0,0,4,1,agency,2023-03-27,Podwale,Krzyki
3700,37,0,0,0,0,0,0,0,1,2,agency,2023-03-20,,Stare miasto
3700,40,0,0,0,1,0,0,0,1,2,agency,2022-09-14,Braniborska,Stare miasto
3700,40,1,0,0,0,0,0,0,1,2,agency,2022-08-18,Witolda,Śródmieście
3700,40,0,0,0,1,0,0,0,10,2,agency,2023-05-24,,
3700,43,1,0,0,0,0,0,0,4,2,agency,2023-05-22,Traugutta,Krzyki
3700,43,0,0,0,0,0,0,0,4,2,agency,2022-10-31,,Stare miasto
3700,44,0,0,1,0,1,0,0,15,2,agency,2022-11-21,Słonimskiego,Psie pole
3700,44,1,0,0,0,0,0,0,3,2,agency,2023-05-22,Polaka,Śródmieście
3700,44,1,0,0,0,0,0,0,4,2,agency,2022-08-29,Walońska,Krzyki
3700,45.96,0,0,0,1,0,0,0,7,2,agency,2023-06-16,Walońska,Krzyki
3700,47,1,0,1,0,0,0,0,7,2,agency,2023-03-14,Białowieska,Fabryczna
3700,47,1,0,0,0,0,0,0,6,2,agency,2023-02-21,Madalińskiego,Krzyki
3700,47,1,0,0,0,0,0,0,3,2,agency,2023-06-07,Witolda,Stare miasto
3700,47,1,0,0,0,0,0,0,3,2,agency,2022-04-19,Witolda,Stare miasto
3700,48,0,0,0,0,0,0,0,3,3,agency,2023-05-15,Czartoryskiego,Psie pole
3700,48.6,1,0,1,0,0,0,0,,2,private,2022-12-05,Rogowska,Fabryczna
3700,50,1,0,0,0,0,0,0,5,2,agency,2022-09-06,Piękna,Krzyki
3700,50,0,0,0,1,0,0,0,0,2,agency,2022-09-20,Cesarzowicka,Fabryczna
3700,50,0,0,0,1,0,0,0,0,2,agency,2022-09-16,Cesarzowicka,Fabryczna
3700,50,1,0,0,0,0,0,0,1,3,agency,2023-06-16,Buforowa,Outside
3700,50,1,0,0,0,0,0,0,2,3,agency,2023-05-25,Jana pawła ii,Stare miasto
3700,50,1,0,0,0,0,0,0,2,2,agency,2023-06-01,,Stare miasto
3700,50,1,0,0,0,0,0,0,2,3,agency,2023-05-15,,Krzyki
3700,51.41,0,0,0,0,1,0,0,6,2,agency,2023-04-27,Prusa,Śródmieście
3700,52,1,0,0,0,0,0,0,6,3,agency,2023-04-23,Miedziana,Fabryczna
3700,53,0,0,0,1,0,0,0,3,3,agency,2022-08-18,Chałupnicza,Psie pole
3700,55,0,0,0,1,0,0,0,0,3,agency,2022-06-30,Jesionowa,Krzyki
3700,55,0,0,0,0,1,0,0,4,3,private,2023-03-30,Braniborska,Stare miasto
3700,55,1,0,0,0,0,0,0,5,3,agency,2022-02-10,Dmowskiego,Stare miasto
3700,56,0,0,0,0,0,0,0,2,3,agency,2022-05-31,,Stare miasto
3700,57,1,0,0,0,0,0,0,3,2,agency,2022-09-01,Ślężna,Krzyki
3700,58,1,0,1,0,0,0,0,4,3,agency,2023-03-15,Jedności narodowej,Śródmieście
3700,60,1,0,0,0,0,0,0,7,3,agency,2022-11-21,Kamienna,Krzyki
3700,60,1,0,0,0,0,0,0,4,3,agency,2022-07-11,Kurkowa,Śródmieście
3700,60,1,0,0,0,0,0,0,7,3,agency,2023-03-19,Przyjaźni,Krzyki
3700,60,1,0,1,0,0,0,0,3,3,agency,2023-05-29,Tęczowa,Stare miasto
3700,62,1,0,0,0,0,0,0,6,4,agency,2023-05-30,Damrota,Śródmieście
3700,62,1,0,0,0,0,0,0,2,3,agency,2022-06-21,Kromera,Śródmieście
3700,63,0,0,0,1,0,0,0,0,3,agency,2022-07-14,,Krzyki
3700,63,1,0,0,0,0,0,0,2,3,agency,2023-01-17,Rymarska,Fabryczna
3700,63,1,0,0,0,0,0,0,2,3,agency,2023-01-06,Rymarska,Fabryczna
3700,63.97,1,0,1,0,0,0,0,1,4,agency,2023-06-18,Gądowska,Fabryczna
3700,64.8,0,0,0,1,0,0,0,1,3,agency,2023-01-30,Przyjaźni,Krzyki
3700,65,1,0,0,0,0,0,0,1,3,agency,2023-04-18,Słonimskiego,Psie pole
3700,65,1,0,0,0,0,0,0,1,3,agency,2023-05-15,Krucza,Fabryczna
3700,68,0,0,0,1,0,0,0,1,3,agency,2023-04-05,Dmowskiego,Śródmieście
3700,68,0,0,0,1,0,0,0,4,3,agency,2022-03-02,Wiśniowa,Krzyki
3700,70,0,0,0,0,0,0,0,,2,agency,2022-06-14,,Psie pole
3700,70,1,0,0,0,0,0,0,3,3,agency,2023-03-01,Zwycięska,Krzyki
3700,72,1,0,1,0,0,0,0,3,4,agency,2023-05-15,,Krzyki
3700,74,0,0,0,1,0,0,0,0,3,agency,2023-06-17,Mińska,Fabryczna
3700,75,0,0,0,0,0,0,0,3,3,agency,2022-09-19,Piłsudskiego,Stare miasto
3700,89,1,0,0,0,0,0,0,3,3,agency,2023-03-27,Kniaziewicza,Krzyki
3700,100,0,0,0,0,1,1,0,5,4,agency,2022-08-16,,Fabryczna
3700,100,0,0,0,0,0,0,0,2,3,agency,2023-05-15,Becka,Śródmieście
3700,100,1,0,0,0,0,0,0,2,3,agency,2023-05-10,Jeździecka,Krzyki
3690,59,1,0,1,0,0,0,0,2,3,agency,2022-07-08,,Śródmieście
3663,37,0,0,0,0,0,0,0,1,1,agency,2023-06-03,Staromłyńska,Stare miasto
3650,38,0,0,1,0,0,0,0,4,2,private,2023-01-13,,
3650,40,0,0,0,0,0,0,0,1,2,agency,2023-06-01,Poniatowskiego,Stare miasto
3650,52.4,1,0,0,0,0,0,0,7,2,agency,2023-05-31,Sikorskiego,Stare miasto
3650,55,1,0,0,0,0,0,0,11,3,agency,2022-01-14,Rybacka,Stare miasto
3650,57,0,0,0,0,0,0,0,3,3,agency,2022-05-26,Zawalna,Psie pole
3650,58,1,0,0,0,0,0,0,1,3,agency,2022-07-12,Dmowskiego,Śródmieście
3650,60,1,0,0,0,0,0,0,2,2,agency,2022-07-05,Kościuszki,Stare miasto
3650,64.3,1,0,1,0,0,0,0,3,3,agency,2023-05-04,Krasińskiego,Krzyki
3650,80,0,0,0,0,0,0,0,3,3,agency,2022-10-27,Strońska,Krzyki
3600,39,1,0,0,0,0,0,0,4,2,agency,2023-01-30,Mieszczańska,Śródmieście
3600,39,0,0,0,0,0,0,0,1,2,agency,2023-01-17,,
3600,41.21,0,0,0,1,0,0,0,1,2,agency,2022-03-08,Witolda,Stare miasto
3600,42.3,1,0,0,0,0,0,0,5,2,agency,2022-11-30,Podwale,Stare miasto
3600,43,1,0,0,0,0,0,0,7,2,agency,2023-04-14,Miedziana,Fabryczna
3600,43,0,0,0,0,0,0,0,6,2,agency,2023-02-03,Walońska,Krzyki
3600,43.07,1,0,0,0,0,0,0,2,2,agency,2023-06-17,Mieszczańska,Śródmieście
3600,45,0,0,0,0,0,0,0,5,3,agency,2022-07-05,Traugutta,Krzyki
3600,47,0,0,0,0,0,0,0,3,2,agency,2023-06-09,Bema,Śródmieście
3600,48,1,0,0,0,0,0,0,0,3,agency,2023-02-13,Długa,Stare miasto
3600,48,1,0,0,0,0,0,0,1,2,agency,2022-05-15,Komedy,Krzyki
3600,48,0,0,1,0,0,0,0,1,3,private,2023-02-02,Żmudzka,Psie pole
3600,48,1,0,1,0,0,0,0,3,2,private,2022-12-12,,
3600,49,1,0,0,0,0,0,0,4,2,agency,2023-06-01,Witolda,Śródmieście
3600,49,1,0,0,0,0,0,0,2,2,agency,2022-08-21,,Śródmieście
3600,49,1,0,1,0,0,0,0,5,2,agency,2023-02-22,Tęczowa,Stare miasto
3600,49,1,0,1,0,0,0,0,5,2,agency,2023-02-21,Tęczowa,Stare miasto
3600,50,0,0,1,0,0,0,0,1,3,agency,2023-01-30,Kleczkowska,Krzyki
3600,50,0,0,0,1,0,0,0,2,2,agency,2023-05-15,Małopanewska,Fabryczna
3600,50,0,0,0,0,1,0,0,2,2,agency,2023-06-07,Podwale,Stare miasto
3600,50,0,0,0,0,0,0,0,4,2,agency,2023-01-10,Reja,Śródmieście
3600,51,0,0,0,0,0,0,0,0,2,agency,2022-10-03,Iwaszkiewicza,Krzyki
3600,51,0,0,0,1,0,0,0,1,2,agency,2023-05-24,Walońska,Krzyki
3600,52,0,0,0,0,0,0,0,1,2,agency,2022-12-26,Roentgena,Śródmieście
3600,52,1,0,0,0,0,0,0,0,3,agency,2022-10-21,Vespucciego,Psie pole
3600,52,0,0,0,0,0,0,0,1,2,agency,2023-05-15,,Śródmieście
3600,52,0,0,0,0,0,0,0,1,2,private,2022-08-13,,Śródmieście
3600,53,1,0,1,0,0,0,0,3,2,agency,2022-12-30,Grabiszyńska,Fabryczna
3600,53,1,0,1,0,0,0,0,2,2,agency,2022-11-16,Grabiszyńska,Fabryczna
3600,53,1,0,1,0,0,0,0,2,2,agency,2022-11-16,Grabiszyńska,Fabryczna
3600,54,0,0,1,0,1,0,0,1,2,agency,2022-10-15,Górnickiego,Śródmieście
3600,54,1,0,0,0,0,0,0,2,2,agency,2022-01-11,Krawiecka,Stare miasto
3600,55,1,0,1,0,0,0,0,7,3,agency,2023-03-27,Madalińskiego,Krzyki
3600,55,1,0,1,0,0,0,0,2,3,agency,2023-02-27,Gagarina,Fabryczna
3600,55,1,0,1,0,0,0,0,3,2,agency,2023-06-03,Hallera,Krzyki
3600,55,1,0,1,0,0,0,0,2,3,agency,2022-10-06,Borowska,Krzyki
3600,56,1,0,1,0,0,0,0,1,2,agency,2023-05-15,,Fabryczna
3600,56,1,0,0,0,0,0,0,1,2,agency,2022-09-20,,Outside
3600,57,1,0,0,0,0,0,0,3,2,agency,2023-06-06,Partynicka,Krzyki
3600,57.43,1,0,1,0,0,0,0,5,3,agency,2022-11-09,Hermanowska,Fabryczna
3600,60,0,0,0,0,0,1,0,0,3,agency,2022-09-26,Kościańska,Fabryczna
3600,60,1,0,0,0,0,0,0,2,3,agency,2023-05-15,,Krzyki
3600,60,1,0,0,0,0,0,0,1,3,agency,2023-03-03,Hallera,Fabryczna
3600,60,0,0,0,0,0,0,0,6,2,agency,2022-06-06,Sokolnicza,Stare miasto
3600,60,1,0,0,0,0,0,0,1,3,agency,2022-11-26,,Psie pole
3600,61,1,0,0,0,0,0,0,7,3,agency,2022-11-05,Pretficza,Fabryczna
3600,61,1,0,0,0,0,0,0,4,3,agency,2022-05-27,Śrutowa,Śródmieście
3600,63,0,0,0,1,0,0,0,2,3,agency,2023-03-17,Granitowa,Krzyki
3600,63,0,0,0,1,0,0,0,3,3,agency,2022-11-29,,Krzyki
3600,63.72,1,0,0,0,0,0,0,4,3,agency,2022-11-26,Kręta,Śródmieście
3600,64,1,0,0,0,0,0,0,3,3,private,2022-09-22,Tęczowa,Stare miasto
3600,64,1,0,0,0,0,0,0,0,3,agency,2023-04-20,Wichrowa,Krzyki
3600,64.07,0,0,0,0,0,0,0,4,4,agency,2023-03-17,Łowiecka,Śródmieście
3600,65,0,0,0,0,0,0,0,6,3,agency,2023-05-30,Poniatowskiego,Śródmieście
3600,65,0,0,0,0,0,0,0,6,3,agency,2023-04-28,Poniatowskiego,Śródmieście
3600,65,0,0,0,0,0,0,0,6,3,agency,2023-01-11,Poniatowskiego,Śródmieście
3600,65,1,0,0,0,0,0,0,3,3,agency,2023-05-18,,Krzyki
3600,65.3,1,0,0,0,0,0,0,5,3,agency,2022-12-07,Główna,Fabryczna
3600,65.3,1,0,0,0,0,0,0,5,3,agency,2022-07-25,Główna,Fabryczna
3600,66.62,0,0,0,0,0,0,0,0,3,agency,2022-11-03,Śliwowa,Fabryczna
3600,69,1,0,0,0,0,0,0,2,2,agency,2023-06-03,Partynicka,Krzyki
3600,70,0,0,0,0,1,0,0,4,3,private,2023-04-24,Kołłątaja,Stare miasto
3600,70,1,0,0,0,0,0,0,5,3,agency,2022-10-04,Śrutowa,Stare miasto
3600,70,0,0,1,1,0,0,0,2,2,agency,2023-06-01,,Krzyki
3600,73,1,0,0,0,0,1,0,0,3,agency,2022-01-03,Zwycięska,Krzyki
3600,75,0,0,0,1,0,0,0,1,3,agency,2023-04-14,Racławicka,Krzyki
3600,76,1,0,1,0,0,0,0,6,3,agency,2023-02-13,Białowieska,Fabryczna
3600,76,1,0,0,0,0,0,0,6,3,agency,2023-01-06,Białowieska,Fabryczna
3600,80,1,0,1,0,0,0,0,3,3,agency,2023-02-23,,Fabryczna
3600,85,1,0,0,0,0,0,0,1,4,agency,2022-01-03,,Stare miasto
3600,100,0,0,0,0,0,0,0,,4,agency,2022-11-15,,Śródmieście
3600,111.5,0,0,0,0,0,0,0,2,3,agency,2022-02-07,Cybulskiego,Śródmieście
3600,115,1,0,0,0,0,0,0,1,4,agency,2022-07-26,Lekcyjna,Psie pole
3599,53,1,0,1,0,0,0,0,2,2,agency,2022-11-30,,
3592,58.98,0,0,0,0,0,0,0,0,2,agency,2023-01-03,Buforowa,Outside
3591,58.8,0,0,0,0,0,0,0,0,2,agency,2022-12-25,Buforowa,Outside
3590,58,0,0,0,0,0,0,0,0,2,agency,2022-12-22,Buforowa,Krzyki
3588,39.43,0,0,0,0,0,0,0,5,1,agency,2023-06-03,Staromłyńska,Stare miasto
3586,39.41,0,0,0,0,0,0,0,5,1,agency,2023-06-03,Staromłyńska,Stare miasto
3550,66,1,0,0,0,0,0,0,6,3,agency,2022-11-29,Hallera,Fabryczna
3550,73,1,0,0,0,0,0,0,1,4,agency,2023-02-13,Buforowa,Outside
3520,50,1,0,0,0,0,0,0,4,2,agency,2023-04-15,Mieszczańska,Stare miasto
3501,45.01,1,0,0,0,0,0,0,6,2,agency,2023-01-23,Przyjaźni,Krzyki
3501,45.02,1,0,0,0,0,0,0,6,2,agency,2023-01-16,Przyjaźni,Krzyki
3501,45.1,1,0,0,0,0,0,0,6,2,agency,2023-02-09,Przyjaźni,Krzyki
3501,47.01,1,0,0,0,0,0,0,6,2,agency,2023-01-14,Przyjaźni,Krzyki
3501,70.01,1,0,0,0,0,0,0,2,3,agency,2023-02-25,Zwycięska,Krzyki
3501,85.01,0,0,0,0,0,0,0,,4,agency,2023-05-20,Motylkowa,Krzyki
3500,20,0,0,0,0,0,0,0,1,1,agency,2023-05-15,,Stare miasto
3500,30,0,0,0,1,0,0,0,5,2,agency,2023-04-02,Słodowa,Stare miasto
3500,31.14,1,0,0,0,0,0,0,4,1,agency,2022-03-14,Witolda,Stare miasto
3500,32,1,0,1,0,0,0,0,1,2,agency,2023-06-03,Długa,Stare miasto
3500,32,1,0,0,0,0,0,0,3,2,agency,2023-05-15,Kasprowicza,Psie pole
3500,32,0,0,0,0,0,0,0,,1,agency,2023-01-15,,Stare miasto
3500,33,1,0,1,0,0,0,0,4,1,private,2022-04-06,Legionów,Stare miasto
3500,33,1,0,0,0,0,0,0,2,2,agency,2022-04-26,Staromłyńska,Stare miasto
3500,35,0,0,0,0,1,0,0,5,2,agency,2023-05-09,Podwale,Stare miasto
3500,35,1,0,0,0,0,0,0,3,2,agency,2022-09-18,Skarbowców,Krzyki
3500,35,1,0,0,0,0,0,0,1,1,agency,2023-06-14,Witolda,Śródmieście
3500,36,0,0,0,0,0,0,0,1,2,agency,2023-04-14,Poniatowskiego,Śródmieście
3500,36,0,0,0,0,0,0,0,2,2,agency,2023-06-14,Kuźnicza,Stare miasto
3500,36,0,0,0,0,0,0,0,1,2,agency,2023-01-04,,Śródmieście
3500,36.5,0,0,0,0,0,0,0,5,2,agency,2023-05-05,,Krzyki
3500,37,0,0,0,0,0,0,0,2,2,agency,2023-02-21,,Śródmieście
3500,38,0,0,0,0,0,0,0,8,2,agency,2023-06-09,Walońska,Krzyki
3500,38,0,0,0,0,1,0,0,1,2,agency,2022-07-06,Wyszyńskiego,Śródmieście
3500,38,0,0,0,0,0,0,0,4,2,agency,2022-08-04,Walońska,Krzyki
3500,38,0,0,0,0,0,0,0,2,2,agency,2022-11-16,,Śródmieście
3500,38,0,0,0,0,0,0,0,1,2,agency,2022-06-13,,
3500,38,0,0,0,0,0,0,0,1,2,agency,2022-06-06,,
3500,38.15,1,0,0,0,0,0,0,2,2,agency,2023-02-01,,Stare miasto
3500,39,0,1,1,0,0,0,0,3,3,agency,2023-01-16,Komandorska,Krzyki
3500,39.16,1,0,0,0,0,0,0,3,2,agency,2022-11-03,Staromłyńska,Stare miasto
3500,40,0,0,0,0,0,0,0,4,2,agency,2022-10-05,Vespucciego,Psie pole
3500,40,1,0,0,0,0,0,0,3,2,agency,2022-12-23,Kościuszki,Krzyki
3500,40,1,0,0,0,0,0,0,1,2,agency,2023-06-17,,Krzyki
3500,40,0,0,1,0,0,0,0,1,2,agency,2023-06-14,Gdańska,Śródmieście
